  #K-Path    Energy        Mo         S        Si
# Band-Index    1
    0.340   -1.2007     0.000     0.000     0.424
    0.329   -1.1897     0.025     0.011     0.320
    0.318   -1.1578     0.039     0.020     0.287
    0.307   -1.1389     0.039     0.022     0.285
    0.296   -1.1062     0.040     0.024     0.284
    0.285   -1.0734     0.040     0.025     0.281
    0.274   -1.0404     0.041     0.022     0.277
    0.263   -1.0081     0.038     0.027     0.281
    0.252   -0.9997     0.020     0.008     0.387
    0.241   -0.9957     0.002     0.000     0.406
    0.230   -0.9943     0.713     0.104     0.000
    0.230   -0.9943     0.713     0.104     0.000
    0.210   -1.0326     0.000     0.000     0.407
    0.191   -1.0733     0.024     0.014     0.359
    0.172   -1.1149     0.702     0.114     0.000
    0.153   -1.1568     0.701     0.130     0.000
    0.134   -1.1116     0.098     0.046     0.250
    0.115   -1.0602     0.199     0.067     0.275
    0.096   -0.9765     0.059     0.023     0.376
    0.077   -0.9462     0.031     0.017     0.306
    0.057   -0.9494     0.031     0.016     0.308
    0.038   -0.9494     0.030     0.016     0.308
    0.019   -0.9507     0.030     0.015     0.302
    0.000   -0.9498     0.029     0.015     0.281
 
# Band-Index  283
    0.000   -0.9470     0.035     0.016     0.280
    0.019   -0.9207     0.027     0.016     0.308
    0.038   -0.9322     0.031     0.015     0.307
    0.057   -0.9465     0.031     0.010     0.281
    0.077   -0.9437     0.033     0.012     0.278
    0.096   -0.9424     0.033     0.012     0.281
    0.115   -0.9380     0.033     0.011     0.284
    0.134   -0.9333     0.034     0.011     0.287
    0.153   -0.9285     0.034     0.011     0.289
    0.172   -0.9238     0.033     0.010     0.290
    0.191   -0.9207     0.025     0.008     0.331
    0.210   -0.9548     0.000     0.000     0.424
    0.230   -0.9916     0.000     0.000     0.424
    0.230   -0.9916     0.000     0.000     0.424
    0.241   -0.9929     0.000     0.000     0.424
    0.252   -0.9969     0.000     0.000     0.421
    0.263   -1.0057     0.002     0.002     0.390
    0.274   -1.0268     0.032     0.019     0.288
    0.285   -1.0596     0.032     0.019     0.283
    0.296   -1.0925     0.033     0.019     0.284
    0.307   -1.1253     0.033     0.019     0.282
    0.318   -1.1553     0.707     0.113     0.000
    0.329   -1.1499     0.712     0.108     0.000
    0.340   -1.1461     0.713     0.107     0.000
    0.351   -1.1438     0.713     0.106     0.000
    0.362   -1.1403     0.000     0.000     0.412
    0.362   -1.1403     0.000     0.000     0.412
    0.384   -1.1618     0.001     0.000     0.410
    0.406   -1.1877     0.018     0.009     0.384
    0.428   -1.1610     0.035     0.025     0.289
    0.450   -1.1190     0.036     0.022     0.292
    0.472   -1.0783     0.035     0.021     0.294
    0.495   -1.0401     0.034     0.019     0.296
    0.517   -1.0054     0.034     0.017     0.300
    0.539   -0.9722     0.032     0.017     0.307
    0.561   -0.9471     0.031     0.017     0.311
    0.583   -0.9287     0.030     0.015     0.310
    0.605   -0.9215     0.031     0.017     0.304
    0.627   -0.9470     0.035     0.016     0.280
 
# Band-Index  284
    0.627   -0.9463     0.040     0.015     0.281
    0.605   -0.9151     0.030     0.016     0.309
    0.583   -0.9037     0.032     0.013     0.316
    0.561   -0.8866     0.032     0.013     0.314
    0.539   -0.9426     0.032     0.013     0.313
    0.517   -1.0027     0.032     0.013     0.278
    0.495   -1.0377     0.032     0.012     0.281
    0.472   -1.0762     0.032     0.012     0.283
    0.450   -1.1171     0.031     0.013     0.287
    0.428   -1.1593     0.031     0.013     0.288
    0.406   -1.1543     0.009     0.002     0.384
    0.384   -1.1460     0.032     0.014     0.290
    0.362   -1.1347     0.034     0.014     0.289
    0.362   -1.1347     0.034     0.014     0.289
    0.351   -1.1183     0.035     0.013     0.290
    0.340   -1.1015     0.035     0.015     0.292
    0.329   -1.0848     0.000     0.000     0.416
    0.318   -1.0686     0.000     0.000     0.421
    0.307   -1.0532     0.000     0.000     0.419
    0.296   -1.0389     0.000     0.000     0.418
    0.285   -1.0261     0.000     0.000     0.419
    0.274   -1.0150     0.000     0.000     0.418
    0.263   -1.0033     0.000     0.000     0.413
    0.252   -0.9748     0.000     0.000     0.413
    0.241   -0.9427     0.000     0.000     0.416
    0.230   -0.9156     0.000     0.000     0.412
    0.230   -0.9156     0.000     0.000     0.412
    0.210   -0.9166     0.712     0.108     0.000
    0.191   -0.9171     0.710     0.110     0.000
    0.172   -0.9201     0.038     0.026     0.286
    0.153   -0.9253     0.037     0.023     0.288
    0.134   -0.9305     0.035     0.019     0.295
    0.115   -0.9354     0.035     0.017     0.298
    0.096   -0.9398     0.034     0.017     0.304
    0.077   -0.9045     0.025     0.000     0.413
    0.057   -0.9087     0.030     0.015     0.311
    0.038   -0.9125     0.030     0.015     0.311
    0.019   -0.9145     0.029     0.016     0.306
    0.000   -0.9463     0.040     0.015     0.281
 
# Band-Index  285
    0.000   -0.9132     0.030     0.015     0.309
    0.019   -0.9130     0.031     0.015     0.306
    0.038   -0.9095     0.028     0.013     0.303
    0.057   -0.9057     0.028     0.013     0.303
    0.077   -0.9015     0.029     0.013     0.301
    0.096   -0.9003     0.032     0.013     0.310
    0.115   -0.8969     0.032     0.013     0.310
    0.134   -0.8945     0.033     0.013     0.309
    0.153   -0.8933     0.033     0.012     0.303
    0.172   -0.8935     0.034     0.012     0.296
    0.191   -0.9152     0.032     0.010     0.290
    0.210   -0.9111     0.036     0.011     0.291
    0.230   -0.9094     0.035     0.015     0.293
    0.230   -0.9094     0.035     0.015     0.293
    0.241   -0.9294     0.030     0.015     0.291
    0.252   -0.9612     0.032     0.017     0.289
    0.263   -0.9935     0.032     0.017     0.297
    0.274   -1.0119     0.000     0.000     0.417
    0.285   -1.0228     0.000     0.000     0.417
    0.296   -1.0354     0.000     0.000     0.418
    0.307   -1.0493     0.000     0.000     0.418
    0.318   -1.0644     0.000     0.000     0.416
    0.329   -1.0801     0.000     0.000     0.416
    0.340   -1.0962     0.000     0.000     0.413
    0.351   -1.1124     0.000     0.000     0.415
    0.362   -1.1273     0.000     0.000     0.413
    0.362   -1.1273     0.000     0.000     0.413
    0.384   -1.0686     0.000     0.000     0.417
    0.406   -1.0102     0.000     0.000     0.419
    0.428   -0.9566     0.000     0.000     0.420
    0.450   -0.9081     0.000     0.000     0.420
    0.472   -0.8648     0.000     0.000     0.422
    0.495   -0.8271     0.000     0.000     0.428
    0.517   -0.8418     0.029     0.015     0.312
    0.539   -0.8657     0.029     0.015     0.312
    0.561   -0.8554     0.000     0.000     0.419
    0.583   -0.8705     0.033     0.012     0.283
    0.605   -0.9076     0.032     0.015     0.289
    0.627   -0.9132     0.030     0.015     0.309
 
# Band-Index  286
    0.627   -0.9105     0.026     0.016     0.308
    0.605   -0.8987     0.034     0.016     0.281
    0.583   -0.8628     0.032     0.012     0.282
    0.561   -0.8292     0.000     0.000     0.420
    0.539   -0.7878     0.008     0.000     0.416
    0.517   -0.7950     0.032     0.013     0.300
    0.495   -0.8159     0.031     0.013     0.300
    0.472   -0.7883     0.032     0.014     0.301
    0.450   -0.7593     0.033     0.014     0.304
    0.428   -0.7287     0.032     0.014     0.306
    0.406   -0.6966     0.033     0.013     0.294
    0.384   -0.6627     0.033     0.014     0.299
    0.362   -0.6306     0.037     0.015     0.290
    0.362   -0.6306     0.037     0.015     0.290
    0.351   -0.6408     0.033     0.011     0.294
    0.340   -0.6549     0.032     0.010     0.299
    0.329   -0.6718     0.032     0.010     0.296
    0.318   -0.6912     0.032     0.009     0.299
    0.307   -0.7129     0.030     0.009     0.300
    0.296   -0.7367     0.030     0.009     0.299
    0.285   -0.7623     0.030     0.008     0.299
    0.274   -0.7895     0.030     0.007     0.304
    0.263   -0.8179     0.031     0.007     0.300
    0.252   -0.8475     0.030     0.006     0.303
    0.241   -0.8777     0.031     0.005     0.305
    0.230   -0.8975     0.034     0.008     0.301
    0.230   -0.8975     0.034     0.008     0.301
    0.210   -0.8965     0.030     0.011     0.303
    0.191   -0.8947     0.030     0.013     0.307
    0.172   -0.8896     0.030     0.013     0.306
    0.153   -0.8898     0.029     0.015     0.308
    0.134   -0.8913     0.028     0.015     0.310
    0.115   -0.8938     0.027     0.015     0.308
    0.096   -0.8974     0.000     0.000     0.427
    0.077   -0.8958     0.034     0.011     0.287
    0.057   -0.8266     0.034     0.012     0.282
    0.038   -0.8293     0.033     0.012     0.282
    0.019   -0.8886     0.032     0.013     0.292
    0.000   -0.9105     0.026     0.016     0.308
 
# Band-Index  287
    0.000   -0.9085     0.031     0.018     0.307
    0.019   -0.8839     0.031     0.010     0.282
    0.038   -0.8260     0.032     0.011     0.284
    0.057   -0.7684     0.034     0.006     0.288
    0.077   -0.7546     0.000     0.000     0.424
    0.096   -0.7737     0.000     0.000     0.425
    0.115   -0.7964     0.000     0.000     0.425
    0.134   -0.8225     0.000     0.000     0.425
    0.153   -0.8517     0.000     0.000     0.425
    0.172   -0.8835     0.000     0.000     0.421
    0.191   -0.8897     0.032     0.012     0.294
    0.210   -0.8904     0.031     0.012     0.289
    0.230   -0.8908     0.031     0.014     0.292
    0.230   -0.8908     0.031     0.014     0.292
    0.241   -0.8647     0.033     0.014     0.295
    0.252   -0.8347     0.034     0.014     0.294
    0.263   -0.8054     0.033     0.014     0.295
    0.274   -0.7772     0.032     0.013     0.294
    0.285   -0.7505     0.032     0.010     0.298
    0.296   -0.7254     0.032     0.010     0.301
    0.307   -0.7021     0.032     0.010     0.299
    0.318   -0.6810     0.032     0.009     0.303
    0.329   -0.6623     0.032     0.008     0.302
    0.340   -0.6462     0.032     0.005     0.304
    0.351   -0.6332     0.032     0.004     0.303
    0.362   -0.6255     0.030     0.006     0.301
    0.362   -0.6255     0.030     0.006     0.301
    0.384   -0.6145     0.033     0.007     0.302
    0.406   -0.6139     0.035     0.006     0.301
    0.428   -0.6248     0.032     0.004     0.298
    0.450   -0.6457     0.032     0.006     0.296
    0.472   -0.6745     0.036     0.007     0.292
    0.495   -0.7090     0.034     0.008     0.289
    0.517   -0.7473     0.035     0.009     0.292
    0.539   -0.7820     0.032     0.011     0.288
    0.561   -0.8225     0.034     0.012     0.286
    0.583   -0.7884     0.025     0.004     0.329
    0.605   -0.8673     0.033     0.009     0.283
    0.627   -0.9085     0.031     0.018     0.307
 
# Band-Index  288
    0.627   -0.7285     0.000     0.000     0.428
    0.605   -0.7427     0.000     0.000     0.428
    0.583   -0.7855     0.000     0.000     0.426
    0.561   -0.7477     0.032     0.008     0.283
    0.539   -0.7682     0.035     0.006     0.285
    0.517   -0.7421     0.035     0.006     0.289
    0.495   -0.7047     0.037     0.005     0.290
    0.472   -0.6709     0.037     0.004     0.289
    0.450   -0.6426     0.036     0.004     0.295
    0.428   -0.6216     0.036     0.004     0.296
    0.406   -0.6097     0.038     0.004     0.296
    0.384   -0.6089     0.036     0.004     0.296
    0.362   -0.6186     0.036     0.004     0.296
    0.362   -0.6186     0.036     0.004     0.296
    0.351   -0.6036     0.035     0.000     0.300
    0.340   -0.5845     0.035     0.000     0.300
    0.329   -0.5647     0.035     0.002     0.298
    0.318   -0.5442     0.034     0.002     0.302
    0.307   -0.5231     0.034     0.002     0.303
    0.296   -0.5014     0.034     0.002     0.301
    0.285   -0.4790     0.034     0.002     0.301
    0.274   -0.4560     0.032     0.004     0.302
    0.263   -0.4323     0.032     0.004     0.300
    0.252   -0.4080     0.032     0.007     0.303
    0.241   -0.3830     0.032     0.007     0.304
    0.230   -0.3588     0.032     0.007     0.304
    0.230   -0.3588     0.032     0.007     0.304
    0.210   -0.3674     0.030     0.005     0.301
    0.191   -0.3920     0.030     0.006     0.299
    0.172   -0.4294     0.031     0.006     0.298
    0.153   -0.4762     0.034     0.007     0.295
    0.134   -0.5292     0.034     0.008     0.291
    0.115   -0.5864     0.034     0.009     0.291
    0.096   -0.6460     0.034     0.010     0.291
    0.077   -0.7069     0.000     0.000     0.427
    0.057   -0.7651     0.000     0.000     0.427
    0.038   -0.7733     0.013     0.000     0.383
    0.019   -0.7399     0.000     0.000     0.425
    0.000   -0.7285     0.000     0.000     0.428
 
# Band-Index  289
    0.000   -0.7196     0.000     0.000     0.427
    0.019   -0.7218     0.000     0.000     0.427
    0.038   -0.7285     0.000     0.000     0.428
    0.057   -0.7394     0.000     0.000     0.430
    0.077   -0.7039     0.032     0.007     0.291
    0.096   -0.6430     0.033     0.005     0.291
    0.115   -0.5834     0.034     0.005     0.292
    0.134   -0.5263     0.033     0.005     0.293
    0.153   -0.4732     0.035     0.005     0.296
    0.172   -0.4265     0.035     0.005     0.296
    0.191   -0.3891     0.035     0.005     0.297
    0.210   -0.3645     0.035     0.005     0.299
    0.230   -0.3559     0.035     0.005     0.299
    0.230   -0.3559     0.035     0.005     0.299
    0.241   -0.3310     0.035     0.000     0.300
    0.252   -0.3041     0.037     0.000     0.299
    0.263   -0.2766     0.039     0.000     0.300
    0.274   -0.2484     0.039     0.000     0.304
    0.285   -0.2195     0.039     0.000     0.304
    0.296   -0.1901     0.039     0.000     0.299
    0.307   -0.1601     0.041     0.000     0.296
    0.318   -0.1296     0.042     0.000     0.292
    0.329   -0.0987     0.043     0.000     0.300
    0.340   -0.0679     0.048     0.000     0.290
    0.351   -0.0386     0.052     0.000     0.289
    0.362   -0.0225     0.060     0.001     0.284
    0.362   -0.0225     0.060     0.001     0.284
    0.384   -0.0715     0.047     0.000     0.289
    0.406   -0.1425     0.040     0.000     0.292
    0.428   -0.2178     0.038     0.000     0.303
    0.450   -0.2959     0.038     0.000     0.298
    0.472   -0.3760     0.034     0.000     0.292
    0.495   -0.4576     0.033     0.000     0.289
    0.517   -0.5401     0.032     0.002     0.289
    0.539   -0.6229     0.031     0.003     0.288
    0.561   -0.7056     0.031     0.004     0.289
    0.583   -0.7328     0.000     0.000     0.427
    0.605   -0.7236     0.000     0.000     0.427
    0.627   -0.7196     0.000     0.000     0.427
 
# Band-Index  290
    0.627    0.5839     0.065     0.005     0.250
    0.605    0.5874     0.064     0.005     0.254
    0.583    0.5846     0.065     0.005     0.251
    0.561    0.5798     0.071     0.005     0.252
    0.539    0.5734     0.076     0.005     0.251
    0.517    0.5143     0.115     0.009     0.260
    0.495    0.4380     0.102     0.006     0.272
    0.472    0.3616     0.090     0.004     0.277
    0.450    0.2862     0.079     0.004     0.284
    0.428    0.2122     0.071     0.002     0.283
    0.406    0.1403     0.067     0.002     0.283
    0.384    0.0716     0.063     0.002     0.283
    0.362    0.0235     0.063     0.002     0.283
    0.362    0.0235     0.063     0.002     0.283
    0.351    0.0393     0.066     0.000     0.282
    0.340    0.0678     0.057     0.000     0.284
    0.329    0.0974     0.057     0.000     0.289
    0.318    0.1265     0.057     0.000     0.287
    0.307    0.1546     0.053     0.000     0.287
    0.296    0.1816     0.051     0.000     0.293
    0.285    0.2075     0.046     0.000     0.293
    0.274    0.2321     0.043     0.000     0.302
    0.263    0.2556     0.040     0.000     0.294
    0.252    0.2777     0.039     0.000     0.303
    0.241    0.2987     0.032     0.000     0.302
    0.230    0.3169     0.022     0.000     0.303
    0.230    0.3169     0.022     0.000     0.303
    0.210    0.3256     0.037     0.000     0.303
    0.191    0.3504     0.043     0.000     0.298
    0.172    0.3879     0.050     0.000     0.292
    0.153    0.4346     0.055     0.000     0.291
    0.134    0.4872     0.063     0.000     0.290
    0.115    0.5428     0.071     0.000     0.288
    0.096    0.5970     0.088     0.000     0.276
    0.077    0.6003     0.080     0.003     0.245
    0.057    0.5947     0.072     0.003     0.245
    0.038    0.5907     0.070     0.003     0.251
    0.019    0.5882     0.068     0.005     0.254
    0.000    0.5839     0.065     0.005     0.250
 
# Band-Index  291
    0.000    0.5878     0.065     0.005     0.254
    0.019    0.5893     0.066     0.005     0.251
    0.038    0.5918     0.068     0.005     0.254
    0.057    0.5957     0.071     0.005     0.254
    0.077    0.6013     0.079     0.005     0.249
    0.096    0.5985     0.113     0.006     0.260
    0.115    0.5453     0.102     0.004     0.271
    0.134    0.4899     0.086     0.004     0.279
    0.153    0.4375     0.082     0.004     0.282
    0.172    0.3909     0.070     0.003     0.282
    0.191    0.3533     0.068     0.003     0.282
    0.210    0.3286     0.068     0.003     0.283
    0.230    0.3200     0.067     0.003     0.283
    0.230    0.3200     0.067     0.003     0.283
    0.241    0.3371     0.069     0.000     0.277
    0.252    0.3545     0.071     0.000     0.276
    0.263    0.3707     0.073     0.000     0.274
    0.274    0.3860     0.080     0.000     0.272
    0.285    0.4002     0.080     0.001     0.271
    0.296    0.4135     0.082     0.002     0.266
    0.307    0.4259     0.088     0.002     0.262
    0.318    0.4374     0.088     0.002     0.262
    0.329    0.4480     0.090     0.003     0.260
    0.340    0.4578     0.091     0.003     0.258
    0.351    0.4662     0.093     0.003     0.255
    0.362    0.4711     0.092     0.003     0.255
    0.362    0.4711     0.092     0.003     0.255
    0.384    0.4714     0.096     0.005     0.257
    0.406    0.4825     0.096     0.003     0.259
    0.428    0.5040     0.102     0.004     0.260
    0.450    0.5299     0.102     0.006     0.252
    0.472    0.5455     0.097     0.005     0.247
    0.495    0.5563     0.089     0.005     0.246
    0.517    0.5655     0.082     0.003     0.242
    0.539    0.5889     0.115     0.006     0.268
    0.561    0.6273     0.073     0.004     0.256
    0.583    0.6039     0.068     0.004     0.253
    0.605    0.5891     0.065     0.003     0.252
    0.627    0.5878     0.065     0.005     0.254
 
# Band-Index  292
    0.627    0.5887     0.066     0.005     0.253
    0.605    0.5929     0.069     0.007     0.251
    0.583    0.6077     0.067     0.003     0.256
    0.561    0.6313     0.072     0.003     0.253
    0.539    0.6612     0.124     0.016     0.253
    0.517    0.6556     0.095     0.005     0.253
    0.495    0.6154     0.089     0.006     0.248
    0.472    0.5756     0.095     0.006     0.246
    0.450    0.5413     0.107     0.006     0.244
    0.428    0.5139     0.119     0.007     0.241
    0.406    0.4916     0.134     0.012     0.237
    0.384    0.4806     0.155     0.024     0.231
    0.362    0.4813     0.185     0.025     0.217
    0.362    0.4813     0.185     0.025     0.217
    0.351    0.4838     0.164     0.018     0.225
    0.340    0.4917     0.145     0.014     0.235
    0.329    0.5032     0.133     0.012     0.240
    0.318    0.5177     0.122     0.012     0.243
    0.307    0.5349     0.116     0.010     0.244
    0.296    0.5544     0.109     0.010     0.247
    0.285    0.5760     0.106     0.009     0.249
    0.274    0.5992     0.105     0.007     0.251
    0.263    0.6238     0.101     0.007     0.253
    0.252    0.6493     0.099     0.007     0.251
    0.241    0.6751     0.098     0.007     0.249
    0.230    0.6982     0.102     0.005     0.250
    0.230    0.6982     0.102     0.005     0.250
    0.210    0.6894     0.099     0.002     0.256
    0.191    0.6742     0.101     0.002     0.252
    0.172    0.6586     0.103     0.008     0.260
    0.153    0.6438     0.121     0.014     0.250
    0.134    0.6305     0.147     0.014     0.248
    0.115    0.6190     0.176     0.022     0.239
    0.096    0.6120     0.216     0.027     0.223
    0.077    0.6520     0.080     0.003     0.254
    0.057    0.6297     0.072     0.003     0.251
    0.038    0.6049     0.068     0.003     0.250
    0.019    0.5897     0.063     0.004     0.252
    0.000    0.5887     0.066     0.005     0.253
 
# Band-Index  293
    0.000    0.7776     0.402     0.100     0.106
    0.019    0.7709     0.364     0.087     0.129
    0.038    0.7461     0.278     0.050     0.185
    0.057    0.7054     0.208     0.030     0.225
    0.077    0.6555     0.157     0.027     0.249
    0.096    0.6127     0.093     0.004     0.248
    0.115    0.6201     0.087     0.005     0.251
    0.134    0.6316     0.098     0.006     0.246
    0.153    0.6450     0.107     0.009     0.240
    0.172    0.6599     0.119     0.009     0.244
    0.191    0.6757     0.136     0.013     0.235
    0.210    0.6914     0.154     0.024     0.229
    0.230    0.7013     0.187     0.029     0.214
    0.230    0.7013     0.187     0.029     0.214
    0.241    0.6901     0.151     0.025     0.231
    0.252    0.6643     0.137     0.024     0.239
    0.263    0.6384     0.124     0.019     0.242
    0.274    0.6134     0.121     0.017     0.242
    0.285    0.5896     0.115     0.010     0.246
    0.296    0.5675     0.109     0.008     0.249
    0.307    0.5473     0.103     0.007     0.247
    0.318    0.5293     0.101     0.006     0.249
    0.329    0.5140     0.100     0.006     0.254
    0.340    0.5014     0.100     0.007     0.252
    0.351    0.4920     0.099     0.007     0.253
    0.362    0.4865     0.097     0.010     0.256
    0.362    0.4865     0.097     0.010     0.256
    0.384    0.4994     0.098     0.004     0.251
    0.406    0.5139     0.100     0.004     0.250
    0.428    0.5284     0.095     0.004     0.249
    0.450    0.5511     0.102     0.011     0.255
    0.472    0.5893     0.112     0.017     0.259
    0.495    0.6326     0.123     0.023     0.255
    0.517    0.6757     0.139     0.024     0.246
    0.539    0.6647     0.080     0.006     0.254
    0.561    0.6633     0.156     0.023     0.250
    0.583    0.7240     0.226     0.041     0.214
    0.605    0.7661     0.339     0.073     0.150
    0.627    0.7776     0.402     0.100     0.106
 
# Band-Index  294
    0.627    0.7778     0.405     0.100     0.104
    0.605    0.7721     0.367     0.084     0.130
    0.583    0.7558     0.282     0.053     0.184
    0.561    0.7295     0.213     0.032     0.222
    0.539    0.6961     0.100     0.009     0.253
    0.517    0.7028     0.080     0.003     0.253
    0.495    0.7277     0.176     0.055     0.205
    0.472    0.6957     0.488     0.176     0.022
    0.450    0.6675     0.599     0.078     0.065
    0.428    0.6444     0.635     0.067     0.061
    0.406    0.6271     0.576     0.067     0.080
    0.384    0.6164     0.350     0.046     0.162
    0.362    0.6128     0.201     0.028     0.210
    0.362    0.6128     0.201     0.028     0.210
    0.351    0.6137     0.779     0.075     0.008
    0.340    0.6164     0.785     0.071     0.008
    0.329    0.6210     0.788     0.071     0.002
    0.318    0.6274     0.795     0.071     0.002
    0.307    0.6355     0.797     0.071     0.002
    0.296    0.6453     0.800     0.067     0.000
    0.285    0.6568     0.800     0.067     0.000
    0.274    0.6698     0.802     0.067     0.000
    0.263    0.6842     0.802     0.066     0.000
    0.252    0.6999     0.802     0.062     0.000
    0.241    0.7168     0.803     0.059     0.000
    0.230    0.7189     0.803     0.057     0.000
    0.230    0.7189     0.803     0.059     0.000
    0.210    0.7263     0.801     0.062     0.000
    0.191    0.7348     0.801     0.065     0.000
    0.172    0.7434     0.794     0.065     0.005
    0.153    0.7534     0.784     0.069     0.014
    0.134    0.7546     0.768     0.072     0.016
    0.115    0.7493     0.742     0.073     0.025
    0.096    0.7053     0.093     0.007     0.249
    0.077    0.6702     0.258     0.031     0.204
    0.057    0.7084     0.302     0.047     0.183
    0.038    0.7480     0.344     0.068     0.153
    0.019    0.7717     0.386     0.090     0.120
    0.000    0.7778     0.405     0.100     0.104
 
# Band-Index  295
    0.000    0.7870     0.401     0.111     0.097
    0.019    0.7836     0.418     0.121     0.085
    0.038    0.7757     0.466     0.141     0.054
    0.057    0.7668     0.485     0.156     0.037
    0.077    0.7594     0.494     0.162     0.026
    0.096    0.7546     0.495     0.166     0.020
    0.115    0.7533     0.493     0.177     0.019
    0.134    0.7551     0.491     0.179     0.022
    0.153    0.7538     0.614     0.076     0.064
    0.172    0.7436     0.641     0.072     0.056
    0.191    0.7349     0.580     0.066     0.081
    0.210    0.7270     0.338     0.045     0.164
    0.230    0.7207     0.175     0.032     0.221
    0.230    0.7207     0.175     0.032     0.221
    0.241    0.7287     0.241     0.041     0.201
    0.252    0.7526     0.290     0.045     0.179
    0.263    0.7753     0.348     0.059     0.153
    0.274    0.7960     0.381     0.068     0.134
    0.285    0.8108     0.447     0.213     0.022
    0.296    0.8135     0.453     0.232     0.011
    0.307    0.8167     0.447     0.229     0.009
    0.318    0.8206     0.444     0.230     0.008
    0.329    0.8252     0.444     0.234     0.008
    0.340    0.8306     0.439     0.235     0.008
    0.351    0.8365     0.439     0.239     0.008
    0.362    0.8429     0.436     0.242     0.009
    0.362    0.8429     0.434     0.242     0.009
    0.384    0.8175     0.444     0.240     0.016
    0.406    0.7948     0.456     0.229     0.016
    0.428    0.7756     0.461     0.209     0.016
    0.450    0.7604     0.468     0.200     0.016
    0.472    0.7496     0.479     0.200     0.016
    0.495    0.7433     0.448     0.173     0.040
    0.517    0.7061     0.092     0.009     0.254
    0.539    0.7195     0.178     0.034     0.229
    0.561    0.7514     0.321     0.094     0.141
    0.583    0.7680     0.440     0.131     0.064
    0.605    0.7816     0.417     0.122     0.086
    0.627    0.7870     0.401     0.111     0.097
 
# Band-Index  296
    0.627    0.7872     0.400     0.108     0.094
    0.605    0.7845     0.421     0.120     0.084
    0.583    0.7808     0.464     0.146     0.050
    0.561    0.7598     0.488     0.154     0.036
    0.539    0.7477     0.494     0.160     0.029
    0.517    0.7430     0.496     0.170     0.020
    0.495    0.7475     0.404     0.145     0.076
    0.472    0.7906     0.568     0.075     0.076
    0.450    0.8032     0.522     0.175     0.013
    0.428    0.8175     0.415     0.077     0.121
    0.406    0.8344     0.432     0.057     0.130
    0.384    0.8529     0.637     0.066     0.057
    0.362    0.8433     0.762     0.067     0.012
    0.362    0.8433     0.762     0.067     0.012
    0.351    0.8368     0.190     0.035     0.212
    0.340    0.8309     0.215     0.045     0.199
    0.329    0.8256     0.259     0.057     0.180
    0.318    0.8209     0.375     0.151     0.084
    0.307    0.8170     0.453     0.221     0.010
    0.296    0.8138     0.449     0.230     0.011
    0.285    0.8113     0.448     0.232     0.009
    0.274    0.8084     0.443     0.237     0.008
    0.263    0.7904     0.443     0.238     0.008
    0.252    0.7683     0.438     0.243     0.008
    0.241    0.7441     0.438     0.242     0.008
    0.230    0.7347     0.435     0.240     0.008
    0.230    0.7347     0.435     0.240     0.008
    0.210    0.7384     0.484     0.171     0.042
    0.191    0.7490     0.493     0.161     0.041
    0.172    0.7610     0.494     0.163     0.039
    0.153    0.7605     0.490     0.160     0.038
    0.134    0.7655     0.388     0.117     0.095
    0.115    0.7541     0.136     0.028     0.228
    0.096    0.7548     0.499     0.190     0.016
    0.077    0.7596     0.496     0.167     0.020
    0.057    0.7670     0.401     0.123     0.091
    0.038    0.7760     0.336     0.092     0.138
    0.019    0.7841     0.423     0.115     0.080
    0.000    0.7872     0.400     0.108     0.094
 
# Band-Index  297
    0.000    0.7977     0.426     0.121     0.080
    0.019    0.7945     0.417     0.121     0.084
    0.038    0.7909     0.405     0.113     0.095
    0.057    0.7887     0.400     0.105     0.106
    0.077    0.7862     0.394     0.096     0.110
    0.096    0.7822     0.408     0.090     0.118
    0.115    0.7754     0.466     0.077     0.108
    0.134    0.7657     0.573     0.074     0.078
    0.153    0.7608     0.511     0.184     0.015
    0.172    0.7618     0.407     0.075     0.123
    0.191    0.7496     0.425     0.060     0.130
    0.210    0.7389     0.619     0.069     0.064
    0.230    0.7353     0.739     0.072     0.024
    0.230    0.7353     0.739     0.072     0.024
    0.241    0.7539     0.740     0.077     0.023
    0.252    0.7736     0.711     0.079     0.033
    0.263    0.7936     0.682     0.080     0.038
    0.274    0.8096     0.467     0.214     0.014
    0.285    0.8147     0.404     0.104     0.111
    0.296    0.8291     0.412     0.112     0.097
    0.307    0.8395     0.448     0.145     0.061
    0.318    0.8473     0.473     0.162     0.043
    0.329    0.8544     0.483     0.163     0.040
    0.340    0.8611     0.480     0.166     0.039
    0.351    0.8571     0.430     0.242     0.008
    0.362    0.8437     0.438     0.243     0.009
    0.362    0.8437     0.438     0.243     0.009
    0.384    0.8567     0.455     0.223     0.016
    0.406    0.8395     0.504     0.168     0.033
    0.428    0.8222     0.506     0.167     0.031
    0.450    0.8076     0.501     0.167     0.033
    0.472    0.7936     0.298     0.083     0.145
    0.495    0.7500     0.123     0.024     0.239
    0.517    0.7632     0.719     0.074     0.028
    0.539    0.7778     0.479     0.145     0.046
    0.561    0.7786     0.471     0.138     0.052
    0.583    0.7811     0.450     0.130     0.067
    0.605    0.7933     0.415     0.119     0.083
    0.627    0.7977     0.426     0.121     0.080
 
# Band-Index  298
    0.627    0.7987     0.429     0.118     0.078
    0.605    0.7942     0.421     0.118     0.085
    0.583    0.7880     0.409     0.111     0.093
    0.561    0.7841     0.397     0.106     0.102
