  #K-Path    Energy        Mo         S        Si
# Band-Index    1
    0.495   -4.8392     0.243     0.404     0.000
    0.472   -4.8424     0.244     0.402     0.000
    0.450   -4.8326     0.318     0.290     0.059
    0.428   -4.8543     0.224     0.225     0.162
    0.406   -4.8813     0.295     0.376     0.000
    0.384   -4.9069     0.315     0.326     0.032
    0.362   -4.9175     0.318     0.335     0.003
    0.362   -4.9175     0.318     0.335     0.003
    0.351   -4.9153     0.321     0.331     0.016
    0.340   -4.9111     0.325     0.331     0.016
    0.329   -4.9040     0.328     0.348     0.000
    0.318   -4.8949     0.324     0.347     0.004
    0.307   -4.8799     0.325     0.314     0.032
    0.296   -4.8522     0.301     0.372     0.000
    0.285   -4.8270     0.296     0.375     0.000
    0.274   -4.8322     0.285     0.374     0.015
    0.263   -4.8335     0.292     0.369     0.002
    0.252   -4.8393     0.270     0.380     0.000
    0.241   -4.8485     0.267     0.377     0.000
    0.230   -4.8571     0.262     0.379     0.000
    0.230   -4.8571     0.262     0.379     0.000
    0.210   -4.8438     0.289     0.378     0.000
    0.191   -4.8384     0.279     0.386     0.000
    0.172   -4.8463     0.279     0.386     0.000
    0.153   -4.8135     0.262     0.397     0.000
    0.134   -4.8360     0.305     0.366     0.000
    0.115   -4.8224     0.305     0.310     0.036
    0.096   -4.7853     0.200     0.212     0.184
    0.077   -4.7388     0.244     0.409     0.000
    0.057   -4.7433     0.354     0.323     0.004
    0.038   -4.7532     0.233     0.417     0.000
    0.019   -4.7653     0.234     0.415     0.000
    0.000   -4.7784     0.240     0.414     0.000
 
# Band-Index  137
    0.000   -4.6107     0.429     0.290     0.000
    0.019   -4.6566     0.418     0.298     0.000
    0.038   -4.7034     0.396     0.305     0.000
    0.057   -4.7395     0.286     0.382     0.000
    0.077   -4.7365     0.237     0.418     0.000
    0.096   -4.7404     0.340     0.334     0.006
    0.115   -4.7637     0.365     0.304     0.012
    0.134   -4.7884     0.351     0.306     0.024
    0.153   -4.8048     0.307     0.361     0.000
    0.172   -4.8451     0.227     0.224     0.162
    0.191   -4.8373     0.295     0.376     0.000
    0.210   -4.8437     0.317     0.320     0.032
    0.230   -4.8569     0.316     0.336     0.006
    0.230   -4.8569     0.316     0.336     0.006
    0.241   -4.8483     0.321     0.329     0.016
    0.252   -4.8305     0.262     0.374     0.000
    0.263   -4.8096     0.233     0.282     0.119
    0.274   -4.7925     0.179     0.194     0.224
    0.285   -4.8211     0.307     0.367     0.000
    0.296   -4.8174     0.341     0.302     0.032
    0.307   -4.8061     0.357     0.307     0.016
    0.318   -4.7950     0.370     0.306     0.016
    0.329   -4.7841     0.380     0.304     0.010
    0.340   -4.7732     0.383     0.305     0.006
    0.351   -4.7625     0.390     0.302     0.000
    0.362   -4.7520     0.397     0.301     0.000
    0.362   -4.7520     0.397     0.301     0.000
    0.384   -4.7914     0.371     0.302     0.007
    0.406   -4.8290     0.315     0.277     0.064
    0.428   -4.8540     0.282     0.389     0.000
    0.450   -4.8120     0.296     0.383     0.000
    0.472   -4.8115     0.253     0.407     0.000
    0.495   -4.7934     0.246     0.412     0.000
    0.517   -4.7877     0.208     0.234     0.160
    0.539   -4.7700     0.246     0.411     0.000
    0.561   -4.7468     0.373     0.316     0.004
    0.583   -4.7062     0.391     0.308     0.000
    0.605   -4.6589     0.414     0.299     0.000
    0.627   -4.6107     0.429     0.290     0.000
 
# Band-Index  138
    0.627   -4.6087     0.430     0.291     0.000
    0.605   -4.6543     0.424     0.296     0.000
    0.583   -4.7020     0.413     0.295     0.000
    0.561   -4.7267     0.407     0.300     0.000
    0.539   -4.7226     0.389     0.305     0.004
    0.517   -4.7778     0.358     0.319     0.008
    0.495   -4.7930     0.364     0.313     0.010
    0.472   -4.8112     0.352     0.304     0.024
    0.450   -4.8046     0.309     0.376     0.000
    0.428   -4.8283     0.207     0.223     0.177
    0.406   -4.7598     0.290     0.286     0.071
    0.384   -4.7312     0.285     0.386     0.002
    0.362   -4.7517     0.276     0.389     0.008
    0.362   -4.7517     0.276     0.389     0.008
    0.351   -4.7623     0.269     0.384     0.020
    0.340   -4.7730     0.259     0.351     0.052
    0.329   -4.7838     0.266     0.370     0.001
    0.318   -4.7948     0.191     0.225     0.185
    0.307   -4.8059     0.303     0.378     0.000
    0.296   -4.8170     0.344     0.304     0.032
    0.285   -4.8210     0.356     0.303     0.016
    0.274   -4.7904     0.368     0.305     0.016
    0.263   -4.8092     0.377     0.308     0.010
    0.252   -4.8119     0.385     0.302     0.004
    0.241   -4.8047     0.390     0.304     0.000
    0.230   -4.7953     0.395     0.302     0.000
    0.230   -4.7953     0.395     0.302     0.000
    0.210   -4.8151     0.407     0.300     0.000
    0.191   -4.8238     0.105     0.105     0.349
    0.172   -4.7909     0.293     0.288     0.064
    0.153   -4.8002     0.291     0.378     0.000
    0.134   -4.7878     0.250     0.407     0.000
    0.115   -4.7631     0.249     0.409     0.000
    0.096   -4.7390     0.227     0.380     0.037
    0.077   -4.7109     0.204     0.356     0.079
    0.057   -4.6848     0.242     0.414     0.000
    0.038   -4.6585     0.397     0.301     0.000
    0.019   -4.6323     0.415     0.294     0.000
    0.000   -4.6087     0.430     0.291     0.000
 
# Band-Index  139
    0.000   -4.6086     0.431     0.290     0.000
    0.019   -4.6319     0.421     0.294     0.000
    0.038   -4.6583     0.413     0.297     0.000
    0.057   -4.6847     0.406     0.301     0.000
    0.077   -4.7106     0.396     0.310     0.000
    0.096   -4.7286     0.282     0.395     0.000
    0.115   -4.7308     0.242     0.418     0.002
    0.134   -4.7430     0.297     0.365     0.007
    0.153   -4.7999     0.308     0.378     0.000
    0.172   -4.7903     0.204     0.223     0.182
    0.191   -4.8235     0.290     0.285     0.072
    0.210   -4.8140     0.286     0.387     0.002
    0.230   -4.7939     0.275     0.390     0.008
    0.230   -4.7939     0.275     0.390     0.008
    0.241   -4.7997     0.273     0.386     0.020
    0.252   -4.8071     0.261     0.355     0.048
    0.263   -4.8062     0.229     0.282     0.116
    0.274   -4.7899     0.258     0.355     0.038
    0.285   -4.7726     0.272     0.391     0.000
    0.296   -4.7573     0.273     0.398     0.000
    0.307   -4.7438     0.272     0.396     0.000
    0.318   -4.7321     0.270     0.408     0.000
    0.329   -4.7219     0.270     0.410     0.000
    0.340   -4.7132     0.269     0.415     0.000
    0.351   -4.7298     0.404     0.295     0.000
    0.362   -4.7513     0.395     0.305     0.000
    0.362   -4.7513     0.395     0.305     0.000
    0.384   -4.7307     0.404     0.302     0.000
    0.406   -4.7394     0.275     0.406     0.000
    0.428   -4.7737     0.285     0.394     0.000
    0.450   -4.7999     0.303     0.367     0.000
    0.472   -4.7383     0.307     0.365     0.004
    0.495   -4.7418     0.303     0.377     0.000
    0.517   -4.7766     0.216     0.351     0.072
    0.539   -4.6822     0.083     0.093     0.353
    0.561   -4.6165     0.431     0.290     0.000
    0.583   -4.6109     0.433     0.290     0.000
    0.605   -4.6075     0.432     0.290     0.000
    0.627   -4.6086     0.431     0.290     0.000
 
# Band-Index  140
    0.627   -4.6041     0.431     0.292     0.000
    0.605   -4.6074     0.440     0.289     0.000
    0.583   -4.6107     0.447     0.284     0.000
    0.561   -4.6163     0.136     0.157     0.273
    0.539   -4.6685     0.094     0.112     0.329
    0.517   -4.6936     0.251     0.391     0.025
    0.495   -4.6874     0.240     0.413     0.008
    0.472   -4.7366     0.232     0.396     0.026
    0.450   -4.7986     0.210     0.315     0.107
    0.428   -4.7667     0.309     0.375     0.000
    0.406   -4.7329     0.247     0.390     0.031
    0.384   -4.7141     0.264     0.396     0.016
    0.362   -4.7030     0.275     0.390     0.006
    0.362   -4.7030     0.275     0.390     0.006
    0.351   -4.7063     0.272     0.393     0.000
    0.340   -4.7068     0.274     0.400     0.000
    0.329   -4.7045     0.270     0.401     0.000
    0.318   -4.7109     0.305     0.372     0.000
    0.307   -4.7189     0.118     0.124     0.319
    0.296   -4.7300     0.078     0.082     0.372
    0.285   -4.7645     0.267     0.411     0.000
    0.274   -4.7889     0.265     0.417     0.000
    0.263   -4.7611     0.265     0.420     0.000
    0.252   -4.7722     0.415     0.294     0.000
    0.241   -4.7835     0.264     0.421     0.000
    0.230   -4.7900     0.264     0.419     0.000
    0.230   -4.7900     0.264     0.419     0.000
    0.210   -4.7717     0.268     0.418     0.000
    0.191   -4.7526     0.277     0.407     0.000
    0.172   -4.7604     0.287     0.396     0.000
    0.153   -4.7538     0.299     0.367     0.000
    0.134   -4.7368     0.305     0.367     0.004
    0.115   -4.7289     0.230     0.434     0.000
    0.096   -4.7250     0.223     0.412     0.016
    0.077   -4.6752     0.110     0.165     0.279
    0.057   -4.5725     0.431     0.292     0.000
    0.038   -4.5572     0.429     0.289     0.000
    0.019   -4.5815     0.433     0.283     0.000
    0.000   -4.6041     0.431     0.292     0.000
 
# Band-Index  141
    0.000   -4.6040     0.431     0.290     0.000
    0.019   -4.5811     0.440     0.284     0.000
    0.038   -4.5570     0.447     0.283     0.000
    0.057   -4.5343     0.452     0.282     0.000
    0.077   -4.5361     0.271     0.310     0.080
    0.096   -4.6093     0.297     0.342     0.032
    0.115   -4.6768     0.300     0.355     0.015
    0.134   -4.7341     0.241     0.391     0.026
    0.153   -4.7526     0.206     0.308     0.113
    0.172   -4.7601     0.309     0.377     0.000
    0.191   -4.7516     0.247     0.385     0.029
    0.210   -4.7707     0.264     0.390     0.016
    0.230   -4.7893     0.275     0.390     0.006
    0.230   -4.7893     0.275     0.390     0.006
    0.241   -4.7787     0.276     0.394     0.000
    0.252   -4.7674     0.271     0.400     0.000
    0.263   -4.7576     0.289     0.384     0.000
    0.274   -4.7887     0.302     0.369     0.000
    0.285   -4.7627     0.118     0.128     0.312
    0.296   -4.7285     0.090     0.101     0.353
    0.307   -4.7144     0.266     0.416     0.000
    0.318   -4.7064     0.267     0.418     0.000
    0.329   -4.7000     0.266     0.422     0.000
    0.340   -4.7002     0.261     0.424     0.000
    0.351   -4.6981     0.264     0.422     0.000
    0.362   -4.6974     0.262     0.419     0.000
    0.362   -4.6974     0.262     0.419     0.000
    0.384   -4.7080     0.270     0.415     0.000
    0.406   -4.7114     0.415     0.299     0.000
    0.428   -4.6928     0.417     0.298     0.000
    0.450   -4.6788     0.241     0.431     0.000
    0.472   -4.6817     0.232     0.433     0.000
    0.495   -4.6750     0.309     0.355     0.016
    0.517   -4.6342     0.429     0.287     0.000
    0.539   -4.6242     0.431     0.289     0.000
    0.561   -4.5751     0.129     0.149     0.284
    0.583   -4.5039     0.460     0.277     0.000
    0.605   -4.5567     0.447     0.285     0.000
    0.627   -4.6040     0.431     0.290     0.000
 
# Band-Index  142
    0.627   -4.6020     0.428     0.290     0.000
    0.605   -4.5524     0.444     0.288     0.000
    0.583   -4.4999     0.462     0.279     0.000
    0.561   -4.5702     0.453     0.281     0.000
    0.539   -4.6239     0.460     0.278     0.000
    0.517   -4.6339     0.151     0.171     0.258
    0.495   -4.6727     0.105     0.121     0.318
    0.472   -4.6660     0.083     0.107     0.346
    0.450   -4.6755     0.127     0.191     0.258
    0.428   -4.6923     0.216     0.342     0.079
    0.406   -4.7110     0.310     0.371     0.000
    0.384   -4.6877     0.306     0.370     0.000
    0.362   -4.6939     0.309     0.370     0.004
    0.362   -4.6939     0.309     0.370     0.004
    0.351   -4.6938     0.308     0.365     0.000
    0.340   -4.6957     0.303     0.368     0.000
    0.329   -4.6826     0.308     0.378     0.000
    0.318   -4.6573     0.272     0.409     0.000
    0.307   -4.6929     0.268     0.412     0.000
    0.296   -4.7282     0.252     0.397     0.028
    0.285   -4.7384     0.059     0.067     0.400
    0.274   -4.7493     0.430     0.292     0.000
    0.263   -4.7557     0.424     0.292     0.000
    0.252   -4.7233     0.261     0.416     0.000
    0.241   -4.6906     0.264     0.426     0.000
    0.230   -4.6582     0.262     0.421     0.000
    0.230   -4.6582     0.262     0.421     0.000
    0.210   -4.6900     0.257     0.418     0.000
    0.191   -4.7239     0.412     0.298     0.000
    0.172   -4.7329     0.418     0.292     0.000
    0.153   -4.7007     0.420     0.295     0.000
    0.134   -4.6460     0.300     0.381     0.000
    0.115   -4.5868     0.309     0.361     0.016
    0.096   -4.5331     0.429     0.290     0.000
    0.077   -4.5131     0.429     0.294     0.000
    0.057   -4.5342     0.139     0.157     0.270
    0.038   -4.5005     0.460     0.284     0.000
    0.019   -4.5540     0.444     0.289     0.000
    0.000   -4.6020     0.428     0.290     0.000
 
# Band-Index  143
    0.000   -4.4509     0.351     0.355     0.000
    0.019   -4.4554     0.338     0.359     0.000
    0.038   -4.4856     0.219     0.241     0.154
    0.057   -4.4584     0.290     0.328     0.053
    0.077   -4.5129     0.458     0.283     0.000
    0.096   -4.5318     0.152     0.172     0.254
    0.115   -4.5856     0.103     0.119     0.317
    0.134   -4.6448     0.084     0.103     0.346
    0.153   -4.6997     0.126     0.188     0.257
    0.172   -4.7319     0.217     0.348     0.082
    0.191   -4.7236     0.310     0.378     0.000
    0.210   -4.6898     0.308     0.377     0.000
    0.230   -4.6581     0.307     0.372     0.000
    0.230   -4.6581     0.307     0.372     0.000
    0.241   -4.6904     0.310     0.373     0.000
    0.252   -4.7231     0.308     0.371     0.000
    0.263   -4.7544     0.290     0.392     0.000
    0.274   -4.7447     0.271     0.403     0.000
    0.285   -4.7339     0.267     0.413     0.000
    0.296   -4.7237     0.265     0.410     0.000
    0.307   -4.6915     0.061     0.062     0.397
    0.318   -4.6555     0.053     0.061     0.408
    0.329   -4.6348     0.275     0.410     0.000
    0.340   -4.6381     0.282     0.420     0.000
    0.351   -4.6402     0.284     0.417     0.000
