  #K-Path    Energy        Mo         S        Si         C         O
# Band-Index    1
    0.539  -13.9335     0.116     0.621     0.000     0.000     0.000
    0.517  -13.9564     0.058     0.638     0.000     0.000     0.000
    0.495  -13.9779     0.057     0.636     0.000     0.000     0.000
    0.472  -13.9981     0.059     0.637     0.000     0.000     0.000
    0.450  -14.0162     0.059     0.638     0.000     0.000     0.000
    0.428  -14.0334     0.060     0.635     0.000     0.000     0.000
    0.406  -14.0490     0.125     0.619     0.000     0.000     0.000
    0.384  -14.0631     0.125     0.620     0.000     0.000     0.000
    0.362  -14.0716     0.118     0.620     0.000     0.000     0.000
    0.362  -14.0716     0.118     0.620     0.000     0.000     0.000
    0.351  -14.0789     0.118     0.620     0.000     0.000     0.000
    0.340  -14.0843     0.118     0.620     0.000     0.000     0.000
    0.329  -14.0890     0.118     0.618     0.000     0.000     0.000
    0.318  -14.0931     0.117     0.617     0.000     0.000     0.000
    0.307  -14.0967     0.118     0.615     0.000     0.000     0.000
    0.296  -14.0998     0.118     0.615     0.000     0.000     0.000
    0.285  -14.1024     0.119     0.617     0.000     0.000     0.000
    0.274  -14.1046     0.116     0.619     0.000     0.000     0.000
    0.263  -14.1063     0.116     0.621     0.000     0.000     0.000
    0.252  -14.1075     0.117     0.621     0.000     0.000     0.000
    0.241  -14.1082     0.116     0.619     0.000     0.000     0.000
    0.230  -14.1084     0.120     0.618     0.000     0.000     0.000
    0.230  -14.1084     0.120     0.618     0.000     0.000     0.000
    0.210  -14.0608     0.119     0.622     0.000     0.000     0.000
    0.191  -14.0133     0.118     0.620     0.000     0.000     0.000
    0.172  -13.9987     0.120     0.621     0.000     0.000     0.000
    0.153  -14.0069     0.118     0.621     0.000     0.000     0.000
    0.134  -14.0141     0.117     0.622     0.000     0.000     0.000
    0.115  -14.0204     0.118     0.626     0.000     0.000     0.000
    0.096  -14.0257     0.118     0.625     0.000     0.000     0.000
    0.077  -13.9955     0.117     0.627     0.000     0.000     0.000
    0.057  -13.9542     0.117     0.629     0.000     0.000     0.000
    0.038  -13.9129     0.117     0.628     0.000     0.000     0.000
    0.019  -13.8716     0.116     0.633     0.000     0.000     0.000
    0.000  -13.8319     0.113     0.632     0.000     0.000     0.000
 
# Band-Index   13
    0.000  -13.8315     0.115     0.631     0.000     0.000     0.000
    0.019  -13.8311     0.115     0.629     0.000     0.000     0.000
    0.038  -13.8298     0.115     0.631     0.000     0.000     0.000
    0.057  -13.8341     0.073     0.641     0.000     0.000     0.000
    0.077  -13.8520     0.071     0.638     0.000     0.000     0.000
    0.096  -13.8693     0.071     0.642     0.000     0.000     0.000
    0.115  -13.8859     0.071     0.638     0.000     0.000     0.000
    0.134  -13.9020     0.074     0.641     0.000     0.000     0.000
    0.153  -13.9222     0.100     0.630     0.000     0.000     0.000
    0.172  -13.9663     0.124     0.623     0.000     0.000     0.000
    0.191  -13.9897     0.062     0.638     0.000     0.000     0.000
    0.210  -13.9799     0.060     0.637     0.000     0.000     0.000
    0.230  -13.9718     0.066     0.640     0.000     0.000     0.000
    0.230  -13.9718     0.066     0.640     0.000     0.000     0.000
    0.241  -13.9717     0.066     0.640     0.000     0.000     0.000
    0.252  -13.9712     0.066     0.640     0.000     0.000     0.000
    0.263  -13.9704     0.066     0.638     0.000     0.000     0.000
    0.274  -13.9693     0.067     0.638     0.000     0.000     0.000
    0.285  -13.9679     0.068     0.639     0.000     0.000     0.000
    0.296  -13.9662     0.068     0.637     0.000     0.000     0.000
    0.307  -13.9642     0.068     0.638     0.000     0.000     0.000
    0.318  -13.9742     0.116     0.624     0.000     0.000     0.000
    0.329  -14.0004     0.119     0.628     0.000     0.000     0.000
    0.340  -14.0267     0.120     0.626     0.000     0.000     0.000
    0.351  -14.0531     0.121     0.621     0.000     0.000     0.000
    0.362  -14.0706     0.118     0.622     0.000     0.000     0.000
    0.362  -14.0706     0.118     0.622     0.000     0.000     0.000
    0.384  -14.0326     0.116     0.623     0.000     0.000     0.000
    0.406  -13.9907     0.119     0.621     0.000     0.000     0.000
    0.428  -13.9859     0.060     0.639     0.000     0.000     0.000
    0.450  -13.9966     0.060     0.637     0.000     0.000     0.000
    0.472  -13.9975     0.117     0.625     0.000     0.000     0.000
    0.495  -13.9773     0.118     0.629     0.000     0.000     0.000
    0.517  -13.9558     0.118     0.629     0.000     0.000     0.000
    0.539  -13.9329     0.118     0.627     0.000     0.000     0.000
    0.561  -13.9088     0.118     0.631     0.000     0.000     0.000
    0.583  -13.8837     0.118     0.629     0.000     0.000     0.000
    0.605  -13.8576     0.117     0.634     0.000     0.000     0.000
    0.627  -13.8315     0.115     0.631     0.000     0.000     0.000
 
# Band-Index   14
    0.627  -13.8304     0.115     0.632     0.000     0.000     0.000
    0.605  -13.8042     0.116     0.633     0.000     0.000     0.000
    0.583  -13.8165     0.114     0.636     0.000     0.000     0.000
    0.561  -13.8344     0.115     0.635     0.000     0.000     0.000
    0.539  -13.8513     0.109     0.634     0.000     0.000     0.000
    0.517  -13.8673     0.097     0.634     0.000     0.000     0.000
    0.495  -13.8822     0.115     0.633     0.000     0.000     0.000
    0.472  -13.8962     0.125     0.630     0.000     0.000     0.000
    0.450  -13.9111     0.082     0.638     0.000     0.000     0.000
    0.428  -13.9486     0.070     0.637     0.000     0.000     0.000
    0.406  -13.9900     0.068     0.636     0.000     0.000     0.000
    0.384  -14.0319     0.065     0.641     0.000     0.000     0.000
    0.362  -14.0697     0.062     0.634     0.000     0.000     0.000
    0.362  -14.0697     0.062     0.634     0.000     0.000     0.000
    0.351  -14.0436     0.062     0.634     0.000     0.000     0.000
    0.340  -14.0172     0.062     0.632     0.000     0.000     0.000
    0.329  -13.9908     0.062     0.633     0.000     0.000     0.000
    0.318  -13.9645     0.062     0.632     0.000     0.000     0.000
    0.307  -13.9575     0.062     0.632     0.000     0.000     0.000
    0.296  -13.9595     0.062     0.633     0.000     0.000     0.000
    0.285  -13.9612     0.065     0.637     0.000     0.000     0.000
    0.274  -13.9627     0.118     0.624     0.000     0.000     0.000
    0.263  -13.9638     0.120     0.626     0.000     0.000     0.000
    0.252  -13.9645     0.120     0.623     0.000     0.000     0.000
    0.241  -13.9650     0.120     0.619     0.000     0.000     0.000
    0.230  -13.9652     0.118     0.623     0.000     0.000     0.000
    0.230  -13.9652     0.118     0.623     0.000     0.000     0.000
    0.210  -13.9562     0.118     0.619     0.000     0.000     0.000
    0.191  -13.9437     0.118     0.620     0.000     0.000     0.000
    0.172  -13.9301     0.118     0.627     0.000     0.000     0.000
    0.153  -13.9133     0.084     0.632     0.000     0.000     0.000
    0.134  -13.8727     0.069     0.639     0.000     0.000     0.000
    0.115  -13.8284     0.070     0.636     0.000     0.000     0.000
    0.096  -13.8240     0.070     0.640     0.000     0.000     0.000
    0.077  -13.8254     0.070     0.641     0.000     0.000     0.000
    0.057  -13.8277     0.072     0.641     0.000     0.000     0.000
    0.038  -13.8288     0.073     0.644     0.000     0.000     0.000
    0.019  -13.8301     0.113     0.633     0.000     0.000     0.000
    0.000  -13.8304     0.115     0.632     0.000     0.000     0.000
 
# Band-Index   15
    0.000  -13.8299     0.114     0.633     0.000     0.000     0.000
    0.019  -13.7968     0.073     0.642     0.000     0.000     0.000
    0.038  -13.8156     0.074     0.640     0.000     0.000     0.000
    0.057  -13.8267     0.111     0.634     0.000     0.000     0.000
    0.077  -13.8240     0.110     0.632     0.000     0.000     0.000
    0.096  -13.8220     0.098     0.637     0.000     0.000     0.000
    0.115  -13.8259     0.081     0.641     0.000     0.000     0.000
    0.134  -13.8294     0.075     0.644     0.000     0.000     0.000
    0.153  -13.8328     0.074     0.645     0.000     0.000     0.000
    0.172  -13.8356     0.074     0.645     0.000     0.000     0.000
    0.191  -13.8376     0.074     0.647     0.000     0.000     0.000
    0.210  -13.8388     0.074     0.645     0.000     0.000     0.000
    0.230  -13.8393     0.073     0.643     0.000     0.000     0.000
    0.230  -13.8393     0.073     0.643     0.000     0.000     0.000
    0.241  -13.8489     0.075     0.644     0.000     0.000     0.000
    0.252  -13.8593     0.074     0.646     0.000     0.000     0.000
    0.263  -13.8699     0.073     0.640     0.000     0.000     0.000
    0.274  -13.8816     0.080     0.639     0.000     0.000     0.000
    0.285  -13.8990     0.105     0.633     0.000     0.000     0.000
    0.296  -13.9228     0.115     0.630     0.000     0.000     0.000
    0.307  -13.9483     0.115     0.626     0.000     0.000     0.000
    0.318  -13.9618     0.068     0.636     0.000     0.000     0.000
    0.329  -13.9592     0.067     0.641     0.000     0.000     0.000
    0.340  -13.9564     0.066     0.641     0.000     0.000     0.000
    0.351  -13.9534     0.068     0.639     0.000     0.000     0.000
    0.362  -13.9512     0.065     0.640     0.000     0.000     0.000
    0.362  -13.9512     0.065     0.640     0.000     0.000     0.000
    0.384  -13.9611     0.066     0.639     0.000     0.000     0.000
    0.406  -13.9739     0.064     0.638     0.000     0.000     0.000
    0.428  -13.9479     0.116     0.627     0.000     0.000     0.000
    0.450  -13.9095     0.098     0.632     0.000     0.000     0.000
    0.472  -13.8925     0.068     0.641     0.000     0.000     0.000
    0.495  -13.8783     0.068     0.641     0.000     0.000     0.000
    0.517  -13.8633     0.070     0.642     0.000     0.000     0.000
    0.539  -13.8474     0.073     0.644     0.000     0.000     0.000
    0.561  -13.8305     0.075     0.641     0.000     0.000     0.000
    0.583  -13.8127     0.076     0.646     0.000     0.000     0.000
    0.605  -13.8035     0.116     0.630     0.000     0.000     0.000
    0.627  -13.8299     0.114     0.633     0.000     0.000     0.000
 
# Band-Index   16
    0.627  -13.8293     0.115     0.634     0.000     0.000     0.000
    0.605  -13.7977     0.111     0.637     0.000     0.000     0.000
    0.583  -13.7802     0.075     0.645     0.000     0.000     0.000
    0.561  -13.7731     0.074     0.645     0.000     0.000     0.000
    0.539  -13.7686     0.077     0.643     0.000     0.000     0.000
    0.517  -13.7793     0.089     0.637     0.000     0.000     0.000
    0.495  -13.8207     0.085     0.637     0.000     0.000     0.000
    0.472  -13.8625     0.073     0.640     0.000     0.000     0.000
    0.450  -13.9024     0.072     0.640     0.000     0.000     0.000
    0.428  -13.9194     0.072     0.644     0.000     0.000     0.000
    0.406  -13.9300     0.073     0.643     0.000     0.000     0.000
    0.384  -13.9390     0.073     0.641     0.000     0.000     0.000
    0.362  -13.9448     0.073     0.642     0.000     0.000     0.000
    0.362  -13.9448     0.073     0.642     0.000     0.000     0.000
    0.351  -13.9464     0.075     0.641     0.000     0.000     0.000
    0.340  -13.9495     0.091     0.641     0.000     0.000     0.000
    0.329  -13.9525     0.115     0.631     0.000     0.000     0.000
    0.318  -13.9551     0.105     0.634     0.000     0.000     0.000
    0.307  -13.9381     0.116     0.629     0.000     0.000     0.000
    0.296  -13.9120     0.119     0.628     0.000     0.000     0.000
    0.285  -13.8860     0.120     0.625     0.000     0.000     0.000
    0.274  -13.8651     0.065     0.635     0.000     0.000     0.000
    0.263  -13.8414     0.065     0.636     0.000     0.000     0.000
    0.252  -13.8170     0.066     0.638     0.000     0.000     0.000
    0.241  -13.8275     0.066     0.639     0.000     0.000     0.000
    0.230  -13.8373     0.067     0.642     0.000     0.000     0.000
    0.230  -13.8373     0.067     0.642     0.000     0.000     0.000
    0.210  -13.8369     0.065     0.636     0.000     0.000     0.000
    0.191  -13.8356     0.067     0.639     0.000     0.000     0.000
    0.172  -13.8336     0.068     0.637     0.000     0.000     0.000
    0.153  -13.8307     0.100     0.633     0.000     0.000     0.000
    0.134  -13.8272     0.116     0.632     0.000     0.000     0.000
    0.115  -13.8233     0.115     0.631     0.000     0.000     0.000
    0.096  -13.8124     0.117     0.637     0.000     0.000     0.000
    0.077  -13.8088     0.074     0.646     0.000     0.000     0.000
    0.057  -13.8026     0.077     0.647     0.000     0.000     0.000
    0.038  -13.7950     0.094     0.637     0.000     0.000     0.000
    0.019  -13.7913     0.076     0.642     0.000     0.000     0.000
    0.000  -13.8293     0.115     0.634     0.000     0.000     0.000
 
# Band-Index   17
    0.000  -13.7805     0.076     0.646     0.000     0.000     0.000
    0.019  -13.7902     0.113     0.634     0.000     0.000     0.000
    0.038  -13.7932     0.078     0.640     0.000     0.000     0.000
    0.057  -13.8010     0.077     0.642     0.000     0.000     0.000
    0.077  -13.8076     0.079     0.641     0.000     0.000     0.000
    0.096  -13.8116     0.087     0.636     0.000     0.000     0.000
    0.115  -13.8108     0.106     0.634     0.000     0.000     0.000
    0.134  -13.8058     0.116     0.635     0.000     0.000     0.000
    0.153  -13.7992     0.117     0.634     0.000     0.000     0.000
    0.172  -13.7915     0.118     0.632     0.000     0.000     0.000
    0.191  -13.7830     0.116     0.637     0.000     0.000     0.000
    0.210  -13.7738     0.114     0.634     0.000     0.000     0.000
    0.230  -13.7668     0.119     0.636     0.000     0.000     0.000
    0.230  -13.7668     0.119     0.636     0.000     0.000     0.000
    0.241  -13.7915     0.115     0.636     0.000     0.000     0.000
